Participant_ID,Age,Sports_Experience,Reaction_Time,Color
"mmm,21  ,yes     ,0.0010025501251220703,""(161, 123, 127)"""
"mmm,21  ,yes     ,0.001993894577026367,""(161, 123, 127)"""
"mmm,21  ,yes     ,0.001993894577026367,""(161, 123, 127)"""
"mmm,21  ,yes     ,0.5021154880523682,""(161, 200, 127)"""
"mmm,21  ,yes     ,0.41399550437927246,""(161, 123, 50)"""
"mmm,21  ,yes     ,0.4278850555419922,""(135, 123, 50)"""
"mmm,21  ,yes     ,0.5459737777709961,""(161, 123, 127)"""
"mmm,21  ,yes     ,0.4679131507873535,""(110, 149, 76)"""
"mmm,21  ,yes     ,0.39316678047180176,""(84, 123, 127)"""
"mmm,21  ,yes     ,0.320664644241333,""(84, 174, 50)"""
"mmm,21  ,yes     ,0.37392449378967285,""(135, 174, 101)"""
"mmm,21  ,yes     ,0.3378322124481201,""(110, 123, 50)"""
"mmm,21  ,yes     ,0.342022180557251,""(110, 123, 50)"""
"mmm,21  ,yes     ,0.3212113380432129,""(110, 123, 50)"""
"mmm,21  ,yes     ,0.0,""(84, 174, 50)"""
"mmm,21  ,yes     ,0.7704520225524902,""(84, 123, 101)"""
"mmm,21  ,yes     ,0.40531420707702637,""(161, 123, 127)"""
"mmm,21  ,yes     ,0.0,""(84, 149, 50)"""
"mmm,21  ,yes     ,0.38925814628601074,""(84, 123, 76)"""
"mmm,21  ,yes     ,0.38332366943359375,""(135, 174, 101)"""
"mmm,21  ,yes     ,0.5220835208892822,""(84, 123, 101)"""
"mmm,21  ,yes     ,0.45578980445861816,""(135, 123, 50)"""
"mmm,21  ,yes     ,0.4891054630279541,""(84, 149, 50)"""
"mmm,21  ,yes     ,0.47345876693725586,""(135, 123, 101)"""
"mmm,21  ,yes     ,0.5340406894683838,""(84, 123, 127)"""
"mmm,21  ,yes     ,0.4158761501312256,""(110, 149, 76)"""
"mmm,21  ,yes     ,0.3699917793273926,""(161, 200, 127)"""
"mmm,21  ,yes     ,0.32926225662231445,""(161, 200, 127)"""
"mmm,21  ,yes     ,0.36890745162963867,""(135, 123, 50)"""
"mmm,21  ,yes     ,0.32593822479248047,""(135, 174, 101)"""
"mmm,21  ,yes     ,0.4094688892364502,""(84, 123, 127)"""
"mmm,21  ,yes     ,0.3643763065338135,""(161, 123, 50)"""
"mmm,21  ,yes     ,0.2994067668914795,""(135, 174, 101)"""
"mmm,21  ,yes     ,0.3391430377960205,""(110, 123, 76)"""
"mmm,21  ,yes     ,0.3512706756591797,""(84, 174, 50)"""
"mmm,21  ,yes     ,0.5539658069610596,""(84, 123, 76)"""
"mmm,21  ,yes     ,0.4867713451385498,""(161, 123, 50)"""
"mmm,21  ,yes     ,0.3423318862915039,""(84, 149, 50)"""
"mmm,21  ,yes     ,0.4824700355529785,""(84, 200, 50)"""
"mmm,21  ,yes     ,0.8795375823974609,""(84, 200, 50)"""
"mmm,21  ,yes     ,0.5173821449279785,""(84, 200, 50)"""
"mmm,21  ,yes     ,0.3965630531311035,""(135, 123, 50)"""
"mmm,21  ,yes     ,0.339327335357666,""(84, 123, 76)"""
"mmm,21  ,yes     ,1.0797216892242432,""(110, 123, 50)"""
"mmm,21  ,yes     ,0.42630696296691895,""(161, 200, 127)"""
"mmm,21  ,yes     ,0.3805842399597168,""(135, 123, 101)"""
"mmm,21  ,yes     ,0.41895341873168945,""(84, 123, 101)"""
"mmm,21  ,yes     ,0.4031181335449219,""(84, 200, 50)"""
"mmm,21  ,yes     ,0.5563945770263672,""(110, 123, 76)"""
"mmm,21  ,yes     ,1.1214704513549805,""(135, 123, 101)"""
"mmm,21  ,yes     ,0.43677306175231934,""(110, 149, 76)"""
"mmm,21  ,yes     ,0.4350624084472656,""(110, 123, 76)"""
"mmm,21  ,yes     ,0.5025386810302734,""(84, 123, 101)"""
"mmm,21  ,yes     ,0.3467073440551758,""(161, 123, 127)"""
"mmm,21  ,yes     ,0.5235304832458496,""(110, 149, 76)"""
"mmm,21  ,yes     ,0.4109320640563965,""(84, 123, 76)"""
"mmm,21  ,yes     ,0.48548197746276855,""(161, 123, 50)"""
"mmm,21  ,yes     ,0.34659504890441895,""(135, 123, 101)"""
"mmm,21  ,yes     ,0.39335107803344727,""(84, 174, 50)"""
"mmm,21  ,yes     ,0.3528871536254883,""(84, 149, 50)"""
"mmm,21  ,yes     ,0.4543793201446533,""(110, 123, 76)"""
"mmm,21  ,yes     ,0.386199951171875,""(84, 123, 127)"""
"DG,21,no ,0.6097919940948486,""(161, 123, 127)"""
"DG,21,no ,0.33169102668762207,""(161, 123, 50)"""
"DG,21,no ,0.5114679336547852,""(84, 123, 76)"""
"DG,21,no ,0.3542635440826416,""(135, 174, 101)"""
"DG,21,no ,2.199483871459961,""(110, 123, 50)"""
"DG,21,no ,0.4407200813293457,""(110, 123, 76)"""
"DG,21,no ,0.4633190631866455,""(110, 149, 76)"""
"DG,21,no ,0.4383425712585449,""(84, 123, 76)"""
"DG,21,no ,0.544764518737793,""(84, 174, 50)"""
"DG,21,no ,0.3678257465362549,""(110, 123, 50)"""
"DG,21,no ,1.3884286880493164,""(161, 200, 127)"""
"DG,21,no ,0.41022729873657227,""(135, 123, 50)"""
"DG,21,no ,0.6098203659057617,""(161, 123, 127)"""
"DG,21,no ,0.5733077526092529,""(84, 174, 50)"""
"DG,21,no ,0.9010541439056396,""(135, 123, 101)"""
"DG,21,no ,0.29273509979248047,""(161, 200, 127)"""
"DG,21,no ,0.5723176002502441,""(135, 123, 50)"""
"DG,21,no ,0.30373597145080566,""(84, 123, 101)"""
"DG,21,no ,0.2895379066467285,""(84, 174, 50)"""
"DG,21,no ,0.32525086402893066,""(110, 149, 76)"""
"DG,21,no ,0.36222100257873535,""(84, 123, 127)"""
"DG,21,no ,1.0843250751495361,""(110, 123, 76)"""
"DG,21,no ,0.39719700813293457,""(110, 149, 76)"""
"DG,21,no ,0.5316803455352783,""(84, 123, 127)"""
"DG,21,no ,0.34657812118530273,""(161, 123, 50)"""
"DG,21,no ,0.3264012336730957,""(135, 123, 50)"""
"DG,21,no ,0.4602632522583008,""(84, 174, 50)"""
"DG,21,no ,0.4494774341583252,""(135, 123, 101)"""
"DG,21,no ,0.41011977195739746,""(84, 123, 101)"""
"DG,21,no ,0.37819409370422363,""(161, 200, 127)"""
"DG,21,no ,0.4011404514312744,""(135, 123, 101)"""
"DG,21,no ,0.636232852935791,""(84, 149, 50)"""
"DG,21,no ,0.5821044445037842,""(110, 123, 50)"""
