Participant_ID,Age,Sports_Experience,Reaction_Time,Color
Niki,25,yes,10.549071073532104,"(84, 123, 76)"
Niki,25,yes,2.651901960372925,"(135, 123, 50)"
Niki,25,yes,0.0023000240325927734,"(110, 123, 76)"
Niki,25,yes,2.882002830505371,"(84, 149, 50)"
Niki,25,yes,7.754508018493652,"(110, 123, 76)"
Niki,25,yes,4.575029134750366,"(84, 123, 76)"
Niki,25,yes,0.9872651100158691,"(161, 200, 127)"
Niki,25,yes,0.7984569072723389,"(84, 200, 50)"
Niki,25,yes,0.6643657684326172,"(84, 123, 127)"
Niki,25,yes,0.7383790016174316,"(84, 123, 101)"
Niki,25,yes,1.0121750831604004,"(135, 123, 50)"
Niki,25,yes,1.0065009593963623,"(161, 123, 50)"
Niki,25,yes,0.7714817523956299,"(135, 123, 101)"
Niki,25,yes,0.6045548915863037,"(84, 174, 50)"
Niki,25,yes,0.6977040767669678,"(110, 123, 50)"
Niki,25,yes,1.5921130180358887,"(84, 123, 127)"
Niki,25,yes,0.6486642360687256,"(84, 200, 50)"
Niki,25,yes,0.891688346862793,"(84, 123, 127)"
Niki,25,yes,0.7118620872497559,"(161, 123, 127)"
Niki,25,yes,0.6999139785766602,"(84, 149, 50)"
Niki,25,yes,0.7189779281616211,"(110, 149, 76)"
Niki,25,yes,0.8257589340209961,"(161, 123, 127)"
Niki,25,yes,0.6548430919647217,"(110, 123, 50)"
Niki,25,yes,0.6390681266784668,"(161, 123, 127)"
Niki,25,yes,0.7902021408081055,"(84, 174, 50)"
Niki,25,yes,0.8006012439727783,"(110, 123, 76)"
Niki,25,yes,0.7164309024810791,"(84, 123, 76)"
Niki,25,yes,0.9170997142791748,"(84, 123, 101)"
Niki,25,yes,0.7962357997894287,"(135, 174, 101)"
Niki,25,yes,0.632943868637085,"(135, 174, 101)"
Niki,25,yes,1.481950044631958,"(84, 149, 50)"
Niki,25,yes,0.6576578617095947,"(135, 174, 101)"
Niki,25,yes,0.9183459281921387,"(84, 149, 50)"
Niki,25,yes,0.6233117580413818,"(135, 174, 101)"
Niki,25,yes,0.9204220771789551,"(84, 174, 50)"
Niki,25,yes,0.6738231182098389,"(161, 200, 127)"
Niki,25,yes,0.6184961795806885,"(110, 149, 76)"
Niki,25,yes,0.7496592998504639,"(84, 174, 50)"
Niki,25,yes,0.7816970348358154,"(161, 123, 50)"
Niki,25,yes,0.6342241764068604,"(161, 200, 127)"
Niki,25,yes,1.95548415184021,"(135, 123, 50)"
Niki,25,yes,0.9166791439056396,"(84, 123, 101)"
Niki,25,yes,0.5509450435638428,"(84, 200, 50)"
Niki,25,yes,0.5032808780670166,"(161, 200, 127)"
Niki,25,yes,0.7487938404083252,"(161, 123, 127)"
Niki,25,yes,0.6369748115539551,"(135, 123, 101)"
Niki,25,yes,0.9387140274047852,"(135, 123, 50)"
Niki,25,yes,0.7266581058502197,"(84, 123, 76)"
Niki,25,yes,1.0255749225616455,"(135, 123, 101)"
Niki,25,yes,0.588634729385376,"(161, 123, 50)"
Niki,25,yes,0.5929198265075684,"(110, 123, 76)"
Niki,25,yes,0.5731480121612549,"(110, 123, 50)"
Niki,25,yes,0.5600950717926025,"(110, 149, 76)"
Niki,25,yes,0.6179938316345215,"(110, 123, 50)"
Niki,25,yes,0.6482329368591309,"(84, 123, 101)"
Niki,25,yes,0.8010449409484863,"(110, 149, 76)"
Niki,25,yes,0.7742440700531006,"(84, 123, 127)"
Niki,25,yes,0.6611146926879883,"(84, 200, 50)"
Niki,25,yes,0.5593760013580322,"(135, 123, 101)"
Niki,25,yes,0.5999739170074463,"(161, 123, 50)"
